cosine_feature,count_feature,hr_std,time_feature,psg_label
-0.938191,0.000333,0.271079,3.65,2
-0.938944,0.004108,0.27323,3.658333,2
-0.939693,0.03569,0.296496,3.666667,2
-0.940437,0.218374,0.365919,3.675,2
-0.941176,0.941657,0.402825,3.683333,2
-0.941911,2.863405,0.417301,3.691667,2
-0.942641,6.14359,0.428601,3.7,2
-0.943368,9.305601,0.436694,3.708333,2
-0.944089,9.955322,0.443088,3.716667,1
-0.944806,7.525305,0.446378,3.725,1
-0.945519,4.020445,0.454411,3.733333,1
-0.946227,1.518363,0.472052,3.741667,2
-0.94693,0.40536,0.498862,3.75,2
-0.947629,0.076493,0.514594,3.758333,2
-0.948324,0.0102,0.530055,3.766667,2
-0.949014,0.000961,0.544864,3.775,2
-0.949699,6.4e-05,0.540388,3.783333,2
-0.95038,3e-06,0.495543,3.791667,2
-0.951057,0.0,0.41655,3.8,2
-0.951728,0.0,0.331152,3.808333,2
-0.952396,0.0,0.249603,3.816667,2
-0.953059,0.0,0.192851,3.825,2
-0.953717,0.0,0.180061,3.833333,2
-0.954371,0.0,0.183358,3.841667,2
-0.95502,0.0,0.186681,3.85,2
-0.955665,0.0,0.183751,3.858333,2
-0.956305,0.0,0.171891,3.866667,2
-0.95694,0.0,0.159861,3.875,2
-0.957571,0.0,0.158695,3.883333,2
-0.958198,0.0,0.150324,3.891667,2
-0.95882,7e-06,0.145503,3.9,2
-0.959437,0.000114,0.144601,3.908333,2
-0.96005,0.00128,0.152838,3.916667,2
-0.960658,0.010173,0.178672,3.925,2
-0.961262,0.057121,0.188035,3.933333,2
-0.961861,0.226563,0.187988,3.941667,2
-0.962455,0.634524,0.188164,3.95,2
-0.963045,1.25426,0.190903,3.958333,3
-0.96363,1.74902,0.19557,3.966667,1
-0.964211,1.719668,0.199947,3.975,1
-0.964787,1.191529,0.203106,3.983333,1
-0.965359,0.581491,0.202521,3.991667,1
-0.965926,0.199771,0.200071,4.0,1
-0.966488,0.04829,0.200849,4.008333,2
-0.967046,0.008209,0.203924,4.016667,2
-0.967599,0.000981,0.202683,4.025,2
-0.968148,8.2e-05,0.203741,4.033333,2
-0.968692,5e-06,0.201644,4.041667,2
-0.969231,0.0,0.188708,4.05,2
-0.969766,0.0,0.174646,4.058333,2
-0.970296,0.0,0.171229,4.066667,2
-0.970821,0.0,0.17572,4.075,2
-0.971342,0.0,0.170199,4.083333,2
-0.971858,0.0,0.143505,4.091667,2
-0.97237,0.0,0.130054,4.1,2
-0.972877,0.0,0.132826,4.108333,2
-0.973379,0.0,0.133966,4.116667,2
-0.973877,0.0,0.13213,4.125,2
-0.97437,0.0,0.126177,4.133333,2
-0.974859,0.0,0.116492,4.141667,2
-0.975342,0.0,0.111167,4.15,2
-0.975821,0.0,0.115914,4.158333,2
-0.976296,0.0,0.115024,4.166667,2
-0.976766,0.0,0.138845,4.175,2
-0.977231,0.0,0.188552,4.183333,2
-0.977692,0.0,0.229798,4.191667,2
-0.978148,0.0,0.25046,4.2,2
-0.978599,0.0,0.255284,4.208333,2
-0.979045,0.0,0.25527,4.216667,2
-0.979487,0.0,0.263224,4.225,2
-0.979925,0.0,0.263936,4.233333,2
-0.980357,0.0,0.259868,4.241667,2
-0.980785,0.0,0.259842,4.25,2
-0.981209,0.0,0.276632,4.258333,2
-0.981627,0.0,0.303203,4.266667,2
-0.982041,0.0,0.308265,4.275,1
-0.98245,0.0,0.310167,4.283333,2
-0.982855,0.0,0.319033,4.291667,2
-0.983255,0.0,0.331399,4.3,2
-0.98365,0.0,0.34153,4.308333,2
-0.984041,0.0,0.340038,4.316667,2
-0.984427,0.0,0.334439,4.325,2
-0.984808,0.0,0.353388,4.333333,2
-0.985184,0.0,0.359246,4.341667,2
-0.985556,0.0,0.342652,4.35,2
-0.985923,0.0,0.315561,4.358333,2
-0.986286,0.0,0.294358,4.366667,2
-0.986643,0.0,0.284056,4.375,2
-0.986996,0.0,0.282602,4.383333,1
-0.987345,0.0,0.280805,4.391667,2
-0.987688,0.0,0.281692,4.4,2
-0.988027,0.0,0.282776,4.408333,2
-0.988362,0.0,0.285116,4.416667,2
-0.988691,0.0,0.276555,4.425,2
-0.989016,0.0,0.255344,4.433333,2
-0.989336,0.0,0.251533,4.441667,2
-0.989651,0.0,0.24845,4.45,2
-0.989962,0.0,0.230891,4.458333,2
-0.990268,0.0,0.19445,4.466667,2
-0.990569,0.0,0.141457,4.475,2
-0.990866,0.0,0.098465,4.483333,2
-0.991158,0.0,0.111493,4.491667,2
-0.991445,0.0,0.115235,4.5,2
-0.991727,0.0,0.114055,4.508333,2
-0.992005,0.0,0.113251,4.516667,2
-0.992278,0.0,0.110961,4.525,2
-0.992546,0.0,0.111594,4.533333,2
-0.99281,0.0,0.115408,4.541667,2
-0.993068,0.0,0.140493,4.55,2
-0.993323,0.0,0.172231,4.558333,2
-0.993572,0.0,0.208289,4.566667,2
-0.993816,0.0,0.255387,4.575,2
-0.994056,0.0,0.283237,4.583333,2
-0.994291,0.0,0.292477,4.591667,5
-0.994522,0.0,0.292313,4.6,5
-0.994748,0.0,0.292318,4.608333,5
-0.994969,0.0,0.296697,4.616667,5
-0.995185,0.0,0.294371,4.625,5
-0.995396,0.0,0.291843,4.633333,5
-0.995603,0.0,0.297363,4.641667,5
-0.995805,0.0,0.293191,4.65,5
-0.996002,1e-06,0.273347,4.658333,5
-0.996195,2.3e-05,0.247675,4.666667,5
-0.996382,0.00029,0.245589,4.675,5
-0.996566,0.002562,0.279408,4.683333,5
-0.996744,0.015896,0.298712,4.691667,5
-0.996917,0.069161,0.295411,4.7,5
-0.997086,0.211048,0.295844,4.708333,5
-0.99725,0.451707,0.295348,4.716667,5
-0.997409,0.678117,0.293381,4.725,5
-0.997564,0.714059,0.286608,4.733333,5
-0.997714,0.527407,0.272383,4.741667,5
-0.997859,0.273233,0.256052,4.75,5
-0.997999,0.099285,0.248134,4.758333,5
-0.998135,0.025303,0.250267,4.766667,5
-0.998266,0.004523,0.250642,4.775,5
-0.998392,0.000567,0.247276,4.783333,5
-0.998513,5e-05,0.250041,4.791667,5
-0.99863,3e-06,0.24817,4.8,5
-0.998741,0.0,0.233801,4.808333,5
-0.998848,0.0,0.229126,4.816667,5
-0.998951,0.0,0.220564,4.825,5
-0.999048,0.0,0.217445,4.833333,5
-0.999141,0.0,0.232239,4.841667,5
-0.999229,0.0,0.227159,4.85,5
-0.999312,0.0,0.212014,4.858333,5
-0.999391,0.0,0.235995,4.866667,5
-0.999465,0.0,0.283301,4.875,5
-0.999534,0.0,0.340782,4.883333,5
-0.999598,0.0,0.394167,4.891667,5
-0.999657,0.0,0.419021,4.9,5
-0.999712,0.0,0.415832,4.908333,5
-0.999762,0.0,0.412514,4.916667,5
-0.999807,0.0,0.423151,4.925,5
-0.999848,0.0,0.456271,4.933333,5
-0.999883,0.0,0.476306,4.941667,5
-0.999914,0.0,0.473945,4.95,5
-0.999941,0.0,0.495315,4.958333,5
-0.999962,4e-06,0.548213,4.966667,5
-0.999979,8.3e-05,0.590106,4.975,5
-0.99999,0.001324,0.600698,4.983333,5
-0.999998,0.014898,0.600729,4.991667,5
-1.0,0.11877,0.59175,5.0,5
-0.999998,0.672811,0.569687,5.008333,5
-0.99999,2.717073,0.538827,5.016667,5
-0.999979,7.85344,0.530864,5.025,5
-0.999962,16.321968,0.53168,5.033333,5
-0.999941,24.51373,0.52709,5.041667,0
-0.999914,26.735206,0.516516,5.05,0
-0.999883,21.257919,0.501544,5.058333,5
-0.999848,12.351082,0.49393,5.066667,5
-0.999807,5.243636,0.499578,5.075,5
-0.999762,1.622896,0.510701,5.083333,5
-0.999712,0.364649,0.512188,5.091667,5
-0.999657,0.059175,0.470603,5.1,5
-0.999598,0.006899,0.439227,5.108333,5
-0.999534,0.000575,0.443598,5.116667,5
-0.999465,3.4e-05,0.434096,5.125,5
-0.999391,1e-06,0.419232,5.133333,5
-0.999312,0.0,0.44122,5.141667,5
-0.999229,6e-06,0.504349,5.15,5
-0.999141,0.000117,0.547429,5.158333,5
-0.999048,0.001661,0.564229,5.166667,5
-0.998951,0.016841,0.556437,5.175,5
-0.998848,0.1218,0.574041,5.183333,5
-0.998741,0.629051,0.58542,5.191667,5
-0.99863,2.321987,0.595095,5.2,5
-0.998513,6.128853,0.620617,5.208333,5
-0.998392,11.568127,0.639248,5.216667,5
-0.998266,15.607954,0.651036,5.225,0
-0.998135,15.041957,0.652221,5.233333,0
-0.997999,10.34416,0.657807,5.241667,0
-0.997859,5.069931,0.659551,5.25,1
-0.997714,1.768852,0.668004,5.258333,1
-0.997564,0.439446,0.701251,5.266667,1
-0.997409,0.083882,0.716314,5.275,1
-0.99725,0.051765,0.734315,5.283333,2
-0.997086,0.189014,0.788806,5.291667,2
-0.996917,0.589816,0.862074,5.3,2
-0.996744,1.297993,0.954581,5.308333,2
-0.996566,2.017441,1.040097,5.316667,2
-0.996382,2.293334,1.142717,5.325,0
-0.996195,2.295926,1.2736,5.333333,1
-0.996002,3.273919,1.355706,5.341667,0
-0.995805,6.972446,1.350456,5.35,0
-0.995603,14.557853,1.302906,5.358333,0
-0.995396,26.071357,1.250645,5.366667,0
-0.995185,40.656833,1.205373,5.375,0
-0.994969,56.971083,1.194874,5.383333,0
-0.994748,74.003535,1.185643,5.391667,0
-0.994522,91.233059,1.182495,5.4,0
-0.994291,106.608527,1.204373,5.408333,0
-0.994056,116.128166,1.227292,5.416667,0
-0.993816,115.568862,1.252611,5.425,0
-0.993572,101.26242,1.287352,5.433333,0
-0.993323,74.045442,1.318705,5.441667,0
-0.993068,43.212804,1.332931,5.45,0
-0.99281,20.279004,1.337139,5.458333,0
-0.992546,9.479633,1.330822,5.466667,0
-0.992278,7.221725,1.305608,5.475,0
-0.992005,7.559889,1.263756,5.483333,0
-0.991727,6.688632,1.183639,5.491667,0
-0.991445,4.436289,1.015892,5.5,0
-0.991158,2.565779,0.781697,5.508333,0
-0.990866,2.094585,0.532877,5.516667,0
-0.990569,2.505826,0.360972,5.525,0
-0.990268,2.77324,0.312486,5.533333,0
-0.989962,2.54994,0.310513,5.541667,0
-0.989651,2.265055,0.29368,5.55,0
-0.989336,2.376472,0.286756,5.558333,0
-0.989016,3.149253,0.295336,5.566667,0
-0.988691,4.75462,0.295696,5.575,0
-0.988362,6.683667,0.291678,5.583333,0
-0.988027,7.759851,0.286219,5.591667,0
-0.987688,7.550662,0.286834,5.6,0
-0.987345,6.648333,0.286353,5.608333,0
-0.986996,5.351767,0.272215,5.616667,0
-0.986643,3.611611,0.254577,5.625,0
-0.986286,1.918795,0.247232,5.633333,0
-0.985923,1.023664,0.251776,5.641667,1
-0.985556,1.300274,0.25438,5.65,1
-0.985184,2.728378,0.242514,5.658333,1
-0.984808,4.845566,0.206744,5.666667,1
-0.984427,6.705447,0.211232,5.675,1
-0.984041,7.340358,0.208508,5.683333,1
-0.98365,6.359609,0.1882,5.691667,1
-0.983255,4.275862,0.179812,5.7,1
-0.982855,2.255875,0.178405,5.708333,1
-0.98245,1.265799,0.176572,5.716667,2
-0.982041,1.515456,0.180732,5.725,2
-0.981627,2.501542,0.195067,5.733333,1
-0.981209,3.248799,0.214224,5.741667,0
-0.980785,3.008378,0.220929,5.75,1
-0.980357,2.038597,0.224308,5.758333,1
-0.979925,1.342707,0.223706,5.766667,1
-0.979487,1.76278,0.224635,5.775,1
-0.979045,3.39161,0.23162,5.783333,1
-0.978599,5.252801,0.245532,5.791667,1
-0.978148,5.794849,0.258011,5.8,1
-0.977692,4.505473,0.266524,5.808333,1
-0.977231,2.536975,0.269324,5.816667,2
-0.976766,1.305666,0.268841,5.825,2
-0.976296,1.258994,0.274012,5.833333,2
-0.975821,1.951271,0.245869,5.841667,2
-0.975342,2.524427,0.234092,5.85,1
-0.974859,2.336059,0.332031,5.858333,1
-0.97437,1.519295,0.505051,5.866667,2
-0.973877,0.693212,0.659534,5.875,2
-0.973379,0.222108,0.763365,5.883333,2
-0.972877,0.05356,0.810354,5.891667,2
-0.97237,0.045127,0.81239,5.9,2
-0.971858,0.261747,0.803332,5.908333,2
-0.971342,1.291994,0.79673,5.916667,2
-0.970821,4.532837,0.792816,5.925,2
-0.970296,11.277676,0.794224,5.933333,1
-0.969766,19.912956,0.794385,5.941667,0
-0.969231,24.970323,0.793612,5.95,0
-0.968692,22.250497,0.788457,5.958333,0
-0.968148,14.095441,0.783243,5.966667,0
-0.967599,6.349991,0.781661,5.975,0
-0.967046,2.034638,0.780908,5.983333,0
-0.966488,0.463677,0.782598,5.991667,0
-0.965926,0.075142,0.772508,6.0,1
-0.965359,0.008657,0.759702,6.008333,1
-0.964787,0.000709,0.769084,6.016667,1
-0.964211,4.1e-05,0.765017,6.025,1
-0.96363,2e-06,0.70695,6.033333,1
-0.963045,0.0,0.596164,6.041667,1
-0.962455,0.0,0.466717,6.05,1
-0.961861,0.0,0.335832,6.058333,2
-0.961262,0.0,0.252165,6.066667,1
-0.960658,0.0,0.237068,6.075,1
-0.96005,0.0,0.216243,6.083333,2
-0.959437,0.0,0.221026,6.091667,1
-0.95882,0.0,0.228882,6.1,2
-0.958198,0.0,0.222993,6.108333,2
-0.957571,0.0,0.224958,6.116667,2
-0.95694,0.0,0.234254,6.125,2
-0.956305,0.0,0.236514,6.133333,2
-0.955665,0.0,0.236757,6.141667,2
-0.95502,0.0,0.236847,6.15,2
-0.954371,0.0,0.238583,6.158333,2
-0.953717,0.0,0.237087,6.166667,1
-0.953059,0.0,0.237399,6.175,1
-0.952396,0.0,0.244895,6.183333,2
-0.951728,0.0,0.246514,6.191667,2
-0.951057,0.0,0.247869,6.2,2
-0.95038,0.0,0.253386,6.208333,2
-0.949699,0.0,0.253919,6.216667,2
-0.949014,0.0,0.249556,6.225,2
-0.948324,0.0,0.249073,6.233333,2
-0.947629,0.0,0.249558,6.241667,2
-0.94693,0.0,0.248024,6.25,2
-0.946227,0.0,0.237535,6.258333,2
-0.945519,0.0,0.222391,6.266667,2
-0.944806,0.0,0.221521,6.275,2
-0.944089,0.0,0.220526,6.283333,1
-0.943368,0.0,0.224659,6.291667,2
-0.942641,0.0,0.232152,6.3,1
-0.941911,0.0,0.23264,6.308333,2
-0.941176,0.0,0.234122,6.316667,2
-0.940437,0.0,0.244568,6.325,2
-0.939693,0.0,0.254902,6.333333,2
-0.938944,0.0,0.271399,6.341667,2
-0.938191,0.0,0.271701,6.35,2
-0.937434,0.0,0.267668,6.358333,2
-0.936672,0.0,0.268288,6.366667,2
-0.935906,0.0,0.265954,6.375,2
-0.935135,0.0,0.2511,6.383333,2
-0.93436,0.0,0.235853,6.391667,2
-0.93358,0.0,0.232065,6.4,2
-0.932796,0.0,0.23451,6.408333,1
-0.932008,0.0,0.233168,6.416667,1
-0.931215,0.0,0.221417,6.425,2
-0.930418,0.0,0.220032,6.433333,2
-0.929616,0.0,0.218845,6.441667,2
-0.92881,0.0,0.215123,6.45,2
-0.927999,0.0,0.189856,6.458333,2
-0.927184,0.0,0.161199,6.466667,2
-0.926364,0.0,0.155536,6.475,2
-0.925541,0.0,0.167507,6.483333,2
-0.924712,0.0,0.169331,6.491667,2
-0.92388,0.0,0.16061,6.5,2
-0.923042,0.0,0.13745,6.508333,2
-0.922201,0.0,0.111218,6.516667,2
-0.921355,0.0,0.115099,6.525,2
-0.920505,0.0,0.140153,6.533333,2
-0.91965,0.0,0.174619,6.541667,2
-0.918791,0.0,0.227588,6.55,2
-0.917928,0.0,0.274965,6.558333,2
-0.91706,0.0,0.299824,6.566667,2
-0.916188,0.0,0.30111,6.575,2
-0.915311,0.0,0.305986,6.583333,2
-0.914431,0.0,0.323226,6.591667,2
-0.913545,0.0,0.352646,6.6,1
-0.912656,0.0,0.372366,6.608333,2
-0.911762,0.0,0.377465,6.616667,2
-0.910864,0.0,0.378074,6.625,2
-0.909961,0.0,0.378771,6.633333,2
-0.909054,0.0,0.378274,6.641667,2
-0.908143,0.0,0.373679,6.65,2
-0.907228,0.0,0.368539,6.658333,2
-0.906308,0.0,0.367258,6.666667,2
-0.905384,0.0,0.366179,6.675,2
-0.904455,0.0,0.365808,6.683333,2
-0.903522,0.0,0.365522,6.691667,2
-0.902585,0.0,0.362054,6.7,2
-0.901644,0.0,0.355332,6.708333,2
-0.900698,0.0,0.338707,6.716667,2
-0.899748,0.0,0.315207,6.725,2
-0.898794,0.0,0.314733,6.733333,2
-0.897836,0.0,0.320045,6.741667,5
-0.896873,0.0,0.31828,6.75,5
-0.895906,0.0,0.317938,6.758333,5
-0.894934,0.0,0.300527,6.766667,5
-0.893959,0.0,0.284557,6.775,5
-0.892979,0.0,0.275051,6.783333,5
-0.891995,0.0,0.272312,6.791667,5
-0.891007,0.0,0.276241,6.8,5
-0.890014,0.0,0.278638,6.808333,5
-0.889017,0.0,0.278366,6.816667,5
-0.888016,0.0,0.278635,6.825,5
-0.887011,0.0,0.278545,6.833333,5
-0.886001,0.0,0.283548,6.841667,5
-0.884988,0.0,0.301341,6.85,5
-0.88397,0.0,0.339159,6.858333,5
-0.882948,0.0,0.361638,6.866667,5
-0.881921,0.0,0.366289,6.875,5
-0.880891,0.0,0.364354,6.883333,5
-0.879856,0.0,0.362724,6.891667,5
-0.878817,0.0,0.35497,6.9,5
-0.877774,0.0,0.354407,6.908333,5
-0.876727,0.0,0.351952,6.916667,5
-0.875675,0.0,0.323967,6.925,5
-0.87462,0.0,0.289952,6.933333,5
-0.87356,0.0,0.256749,6.941667,5
-0.872496,0.0,0.244618,6.95,5
-0.871428,0.0,0.240142,6.958333,5
-0.870356,0.0,0.24461,6.966667,5
-0.869279,0.0,0.256476,6.975,5
-0.868199,0.0,0.264427,6.983333,5
-0.867114,0.0,0.264965,6.991667,5
-0.866025,0.0,0.264916,7.0,5
-0.864933,0.0,0.265763,7.008333,5
-0.863836,2e-06,0.25674,7.016667,5
-0.862734,4.7e-05,0.213886,7.025,5
-0.861629,0.000698,0.164205,7.033333,5
-0.86052,0.007393,0.154797,7.041667,5
-0.859406,0.055327,0.161821,7.05,5
-0.858289,0.292657,0.160583,7.058333,5
-0.857167,1.094226,0.158391,7.066667,5
-0.856042,2.891686,0.159669,7.075,5
-0.854912,5.400123,0.163083,7.083333,5
-0.853778,7.124056,0.159768,7.091667,5
-0.85264,6.636569,0.158574,7.1,5
-0.851498,4.363567,0.159136,7.108333,5
-0.850352,2.023895,0.160352,7.116667,5
-0.849202,0.661813,0.16193,7.125,5
-0.848048,0.152486,0.164208,7.133333,5
-0.84689,0.024741,0.152801,7.141667,5
-0.845728,0.002825,0.141738,7.15,5
-0.844562,0.000227,0.142578,7.158333,5
-0.843391,1.3e-05,0.149147,7.166667,5
-0.842217,0.0,0.180429,7.175,5
-0.841039,0.0,0.225823,7.183333,5
-0.839857,0.0,0.270601,7.191667,5
-0.838671,0.0,0.301185,7.2,5
-0.83748,0.0,0.293976,7.208333,5
-0.836286,0.0,0.275016,7.216667,5
-0.835088,0.0,0.270966,7.225,5
-0.833886,0.0,0.27077,7.233333,5
-0.83268,0.0,0.27251,7.241667,5
-0.83147,0.0,0.274215,7.25,5
-0.830256,0.0,0.270653,7.258333,5
-0.829038,0.0,0.269355,7.266667,5
-0.827816,0.0,0.271981,7.275,5
-0.82659,0.0,0.271222,7.283333,5
-0.82536,0.0,0.268538,7.291667,5
-0.824126,0.0,0.272148,7.3,5
-0.822889,0.0,0.2676,7.308333,5
-0.821647,0.0,0.25652,7.316667,5
-0.820401,0.0,0.24894,7.325,5
-0.819152,0.0,0.250239,7.333333,5
-0.817899,0.0,0.270816,7.341667,5
-0.816642,0.0,0.287683,7.35,5
-0.81538,7e-06,0.298568,7.358333,5
-0.814116,0.00014,0.297473,7.366667,5
-0.812847,0.002104,0.299394,7.375,5
-0.811574,0.022453,0.29982,7.383333,5
-0.810297,0.169988,0.293725,7.391667,5
-0.809017,0.914732,0.286516,7.4,5
-0.807733,3.507805,0.298248,7.408333,5
-0.806445,9.621658,0.327047,7.416667,5
-0.805153,18.994874,0.373086,7.425,5
-0.803857,27.32563,0.425968,7.433333,0
-0.802557,29.602631,0.448373,7.441667,0
-0.801254,28.85012,0.45684,7.45,0
-0.799947,26.598249,0.459933,7.458333,0
-0.258819,0.0,0.336561,0.0,0
-0.260926,0.0,0.322855,0.008333,0
-0.263031,0.002368,0.310544,0.016667,0
-0.265135,0.017676,0.299575,0.025,0
-0.267238,0.050763,0.289984,0.033333,0
-0.26934,0.13363,0.283916,0.041667,0
-0.27144,0.322519,0.280977,0.05,0
-0.27354,0.713704,0.287129,0.058333,0
-0.275637,1.448118,0.297324,0.066667,0
-0.277734,2.694163,0.294411,0.075,0
-0.279829,7.189348,0.249521,0.083333,0
-0.281923,13.562017,0.221863,0.091667,0
-0.284015,18.083337,0.202649,0.1,0
-0.286106,17.039128,0.182988,0.108333,0
-0.288196,11.341658,0.179668,0.116667,0
-0.290285,5.330543,0.180663,0.125,0
-0.292372,1.768096,0.189382,0.133333,0
-0.294457,0.413649,0.193253,0.141667,0
-0.296542,0.068217,0.193081,0.15,0
-0.298624,0.007925,0.195393,0.158333,0
-0.300706,0.000648,0.192706,0.166667,0
-0.302786,3.7e-05,0.217605,0.175,0
-0.304864,1e-06,0.261784,0.183333,0
-0.306941,0.0,0.305241,0.191667,0
-0.309017,0.0,0.327268,0.2,0
-0.311091,0.0,0.326562,0.208333,0
-0.313164,0.0,0.321798,0.216667,0
-0.315235,0.0,0.327539,0.225,0
-0.317305,0.0,0.329523,0.233333,0
-0.319373,0.0,0.333138,0.241667,0
-0.321439,0.0,0.339644,0.25,0
-0.323505,0.0,0.341706,0.258333,0
-0.325568,0.0,0.342897,0.266667,0
-0.32763,0.0,0.344039,0.275,0
-0.329691,0.0,0.34646,0.283333,0
-0.33175,0.0,0.358036,0.291667,0
-0.333807,0.0,0.373666,0.3,0
-0.335863,0.0,0.395738,0.308333,0
-0.337917,0.0,0.417906,0.316667,0
-0.339969,0.0,0.429567,0.325,0
-0.34202,0.0,0.445831,0.333333,0
-0.344069,0.0,0.446789,0.341667,0
-0.346117,0.0,0.419722,0.35,0
-0.348163,0.0,0.362808,0.358333,0
-0.350207,0.0,0.291729,0.366667,0
-0.35225,0.0,0.237205,0.375,0
-0.354291,0.0,0.222099,0.383333,0
-0.35633,0.0,0.21686,0.391667,0
-0.358368,0.0,0.199035,0.4,0
-0.360404,0.0,0.183117,0.408333,1
-0.362438,0.0,0.177357,0.416667,1
-0.36447,0.0,0.184499,0.425,1
-0.366501,0.0,0.204553,0.433333,1
-0.36853,0.0,0.210703,0.441667,2
-0.370557,0.0,0.216051,0.45,2
-0.372583,0.0,0.232197,0.458333,2
-0.374607,0.0,0.240254,0.466667,2
-0.376629,0.0,0.247985,0.475,2
-0.378649,0.0,0.251084,0.483333,2
-0.380667,0.0,0.253615,0.491667,2
-0.382683,0.0,0.255767,0.5,2
-0.384698,0.0,0.255505,0.508333,2
-0.386711,0.0,0.251469,0.516667,2
-0.388722,0.0,0.248516,0.525,2
-0.390731,0.0,0.234131,0.533333,2
-0.392738,0.0,0.217077,0.541667,2
-0.394744,0.0,0.195824,0.55,2
-0.396747,0.0,0.173428,0.558333,2
-0.398749,0.0,0.137829,0.566667,2
-0.400749,0.0,0.101116,0.575,2
-0.402747,0.0,0.080634,0.583333,2
-0.404743,0.0,0.073682,0.591667,2
-0.406737,0.0,0.077592,0.6,2
-0.408729,0.0,0.08763,0.608333,2
-0.410719,0.0,0.095607,0.616667,2
-0.412707,0.0,0.102351,0.625,2
-0.414693,0.0,0.097947,0.633333,2
-0.416677,0.0,0.094351,0.641667,2
-0.41866,0.0,0.092976,0.65,2
-0.42064,0.0,0.08777,0.658333,2
-0.422618,0.0,0.085641,0.666667,2
-0.424595,0.0,0.085659,0.675,2
-0.426569,0.0,0.094972,0.683333,2
-0.428541,0.0,0.112661,0.691667,2
-0.430511,0.0,0.129162,0.7,2
-0.432479,0.0,0.131013,0.708333,3
-0.434445,0.0,0.132057,0.716667,2
-0.436409,0.0,0.135259,0.725,3
-0.438371,0.0,0.135885,0.733333,3
-0.440331,0.0,0.137065,0.741667,3
-0.442289,0.0,0.148267,0.75,3
-0.444244,0.0,0.156549,0.758333,3
-0.446198,0.0,0.160177,0.766667,3
-0.448149,0.0,0.159484,0.775,3
-0.450098,0.0,0.158655,0.783333,3
-0.452046,0.0,0.160559,0.791667,3
-0.45399,0.0,0.219589,0.8,3
-0.455933,0.0,0.334733,0.808333,3
-0.457874,0.0,0.375304,0.816667,3
-0.459812,0.0,0.389391,0.825,3
-0.461749,0.0,0.62244,0.833333,3
-0.463683,0.0,1.02419,0.841667,3
-0.465615,4e-06,1.34557,0.85,3
-0.467544,8.6e-05,1.526635,0.858333,2
-0.469472,0.001288,1.563349,0.866667,2
-0.471397,0.013465,1.560018,0.875,2
-0.47332,0.098687,1.590418,0.883333,3
-0.47524,0.507246,1.651183,0.891667,3
-0.477159,1.828513,1.695468,0.9,2
-0.479075,4.623022,1.718325,0.908333,0
-0.480989,8.198252,1.751426,0.916667,0
-0.4829,10.19755,1.782174,0.925,0
-0.48481,8.897215,1.799113,0.933333,0
-0.486717,5.444943,1.806083,0.941667,0
-0.488621,2.33724,1.809357,0.95,0
-0.490524,0.703667,1.812299,0.958333,0
-0.492424,0.14858,1.809327,0.966667,0
-0.494321,0.022002,1.794928,0.975,0
-0.496217,0.002285,1.796571,0.983333,0
-0.498109,0.000166,1.810097,0.991667,0
-0.5,8e-06,1.765658,1.0,0
-0.501888,0.0,1.565316,1.008333,1
-0.503774,0.0,1.224089,1.016667,1
-0.505657,0.0,0.793126,1.025,1
-0.507538,0.0,0.439227,1.033333,1
-0.509417,0.0,0.358673,1.041667,1
-0.511293,0.0,0.355644,1.05,1
-0.513167,0.0,0.323346,1.058333,1
-0.515038,0.0,0.295584,1.066667,1
-0.516907,0.0,0.329649,1.075,1
-0.518773,0.0,0.454807,1.083333,1
-0.520637,0.0,0.602819,1.091667,1
-0.522499,6e-06,0.715626,1.1,1
-0.524357,8.5e-05,0.757416,1.108333,1
-0.526214,0.000901,0.761079,1.116667,1
-0.528068,0.006676,0.778282,1.125,1
-0.529919,0.03468,0.811761,1.133333,1
-0.531768,0.126346,0.831221,1.141667,1
-0.533615,0.322845,0.827692,1.15,1
-0.535458,0.57862,0.819479,1.158333,1
-0.5373,0.727394,0.821447,1.166667,0
-0.539138,0.6414,0.825245,1.175,0
-0.540974,0.396705,0.828064,1.183333,0
-0.542808,0.172099,0.829396,1.191667,0
-0.544639,0.052365,0.830051,1.2,0
-0.546467,0.011175,0.829356,1.208333,0
-0.548293,0.001672,0.823174,1.216667,0
-0.550116,0.000175,0.807472,1.225,0
-0.551937,1.3e-05,0.808876,1.233333,0
-0.553755,1e-06,0.806982,1.241667,0
-0.55557,0.0,0.754897,1.25,0
-0.557383,0.0,0.631221,1.258333,0
-0.559193,0.0,0.462007,1.266667,0
-0.561,0.0,0.349101,1.275,0
-0.562805,0.0,0.344827,1.283333,0
-0.564607,0.0,0.348464,1.291667,0
-0.566406,0.0,0.300426,1.3,0
-0.568203,2e-06,0.247057,1.308333,0
-0.569997,3.7e-05,0.259368,1.316667,0
-0.571788,0.000558,0.333281,1.325,0
-0.573576,0.005948,0.38997,1.333333,1
-0.575362,0.044488,0.43366,1.341667,1
-0.577145,0.233329,0.449433,1.35,2
-0.578925,0.858231,0.451102,1.358333,1
-0.580703,2.214011,0.450434,1.366667,2
-0.582478,4.006036,0.449657,1.375,2
-0.58425,5.084187,0.44996,1.383333,0
-0.586019,4.525899,0.453881,1.391667,1
-0.587785,2.825939,0.455795,1.4,2
-0.589549,1.237615,0.455347,1.408333,2
-0.59131,0.380151,0.452145,1.416667,2
-0.593068,0.081894,0.449584,1.425,2
